State,Name,Percentage_of_Adults_Reporting_Poor_Health,Number_of_Poor_Physical_Health_Days_in_Past_30_,Percentage_of_Adult_Smokers,Percentage_of_Obese_Adults,Food_environment_index_0_to_10,Percentage_of_Adults_Reporting_No_Physical_Activity,Access_to_exercise_opportunities,Excessive_drinking_raw,Number_of_primary_care_physicians_per_100k,Ratio_of_population_to_primary_care_physicians,Percentage_of_Medicare_enrollees_that_had_an_annual_flu_vaccination,Children_in_poverty_raw_value,Income_inequality_raw_value,Air_pollution_particulate_matter_raw_value,Life_expectancy_raw_value,Life_expectancy_Black,Life_expectancy_Hispanic,Life_expectancy_White,Diabetes_prevalence_raw_value,HIV_prevalence_raw_value,Uninsured_adults_raw_value,Median_household_income_raw_value,Median_household_income_Black,Median_household_income_Hispanic,Median_household_income_White,Percentage_Non_Hispanic_Black_raw_value,Percentage_American_Indian_and_Alaska_Native_raw_value,Percentage_Asian_raw_value,Percentage_Native_Hawaiian_Other_Pacific_Islander_raw_value,Percentage_Hispanic_raw_value,Percentage_Non_Hispanic_White_raw_value,Percentage_Females_raw_value,Percentage_Males,Percentage_Rural_raw_value,Percentage_Urban
Florida,Gadsden,0.258334651,4.777326764,0.203735945,0.428,6,0.354,0.597684796,0.147056118,0.000195351,5119,0.33,0.382,4.343558964,10.6,76.44986597,74.78622024,,77.35143066,0.2,690.8,0.200063037,42259,32982,40867,55433,0.55122674,0.005839543,0.007299429,0.001350939,0.10508999,0.325619907,0.525210267,0.474789733,0.653797236,0.346202764
Florida,Gilchrist,0.211267572,4.763683703,0.212531577,0.377,7.9,0.359,0.224393412,0.185740177,0.000394522,2534.714286,0.31,0.238,4.077918929,8.2,77.43241115,,,77.01678598,0.151,122.4,0.185837043,42186,29130,31512,43480,0.05417397,0.006847064,0.00580631,0.001205083,0.061021034,0.857909728,0.48351227,0.51648773,0.839187673,0.160812327
Florida,Glades,0.211028668,4.575902262,0.204313039,0.364,5.3,0.344,0.096786712,0.174333177,,,0.36,0.276,3.886221024,7.1,84.49202938,78.09238792,94.78037113,83.90398059,0.208,668.7,0.295500545,38680,28864,38629,39688,0.130282716,0.051879918,0.00706791,0.001020111,0.211454387,0.60077237,0.437554649,0.562445351,0.706380006,0.293619994
Florida,Gulf,0.209113513,4.231235241,0.202093068,0.331,7.2,0.349,0.540313938,0.192058166,0.000433168,2308.571429,0.39,0.263,4.044310645,9.1,75.95951784,76.51488778,,75.35927332,0.127,188.1,0.155504338,45426,33943,,47055,0.168275179,0.006619649,0.004763672,0.000247464,0.046213809,0.756928978,0.414686959,0.585313041,0.770850407,0.229149593
Florida,Hamilton,0.257426601,5.10674936,0.221285174,0.413,6,0.386,0.453476586,0.15432001,0.000070502,14184,0.37,0.359,5.372972973,9.2,76.16851131,75.39211616,,75.52464786,0.152,1303.1,0.185480165,36299,23527,24375,40958,0.321243885,0.010552062,0.008176101,0.000279525,0.097973445,0.550244584,0.421174004,0.578825996,0.634840192,0.365159808
Florida,Hardee,0.271790699,4.835414886,0.191688825,0.385,6.4,0.353,0.595398651,0.159119741,0.000109445,9137,0.36,0.382,4.588266509,7.6,79.83904299,75.57408169,82.64084432,79.06903633,0.163,284.1,0.257648283,39169,24828,32043,44580,0.066617728,0.011745274,0.011304827,0.00110112,0.439750413,0.467498624,0.472343549,0.527656451,0.478093109,0.521906891
Florida,Hendry,0.286763781,4.985162575,0.19793274,0.345,6.9,0.351,0.624757282,0.152318797,0.000322205,3103.615385,0.3,0.335,4.606090753,7.3,78.13255407,74.43838449,84.30927968,75.35952144,0.112,377.2,0.340655613,44391,28652,36676,50293,0.10821542,0.020334007,0.009769949,0.001997305,0.543026278,0.320555395,0.466671479,0.533328521,0.378921819,0.621078181
Florida,Hernando,0.185309781,4.43912529,0.192152231,0.318,7,0.315,0.822720485,0.162417352,0.000568203,1759.933962,0.4,0.193,3.990588344,8.3,77.25049717,77.55250654,82.14850243,76.62673537,0.158,211.7,0.189348282,45884,36473,42423,46661,0.051560003,0.004862075,0.014444765,0.000869725,0.141822754,0.772352186,0.518114898,0.481885102,0.193751519,0.806248481
Florida,Highlands,0.209372529,4.452182764,0.187349614,0.305,6.7,0.333,0.80950742,0.146276329,0.000592907,1686.606557,0.38,0.385,3.777919456,7.5,78.37522801,72.8444176,83.89422188,77.77217267,0.156,248.8,0.224504512,39994,25426,29699,41374,0.095983837,0.006630369,0.015594172,0.000958036,0.208102519,0.663786235,0.511354151,0.488645849,0.210657381,0.789342619
Florida,Hills,0.195514592,4.172756813,0.174555444,0.244,7.5,0.231,0.936508014,0.194196276,0.000830632,1203.902564,0.41,0.201,4.797428463,7.1,79.27395155,76.38920131,82.46428401,78.70799015,0.098,572.7,0.169916982,58361,39746,44445,67219,0.159070853,0.005249539,0.044294336,0.001307687,0.292377694,0.482446092,0.510789985,0.489210015,0.035128609,0.964871391
Florida,Holmes,0.237735587,4.996510954,0.208577472,0.334,6.6,0.376,0.206704471,0.159747692,0.00035791,2794,0.39,0.306,5.291006366,10.1,74.80507288,,,74.2562831,0.144,156.2,0.186988664,38040,,25000,39286,0.066591364,0.01042255,0.006674539,0.001796991,0.029676028,0.864558197,0.469322791,0.530677209,0.787725197,0.212274803
Florida,Indian River,0.170913008,4.248622467,0.154872156,0.263,7,0.256,0.840061437,0.186694462,0.000615353,1625.084211,0.49,0.179,4.486657659,7,81.21876648,76.17037411,89.00928741,80.84298881,0.123,273.8,0.195641708,58228,29500,48982,54543,0.09030385,0.004370668,0.015780145,0.000501865,0.126819259,0.751913756,0.520871847,0.479128153,0.049678326,0.950321674
Florida,Jackson,0.226992107,4.612289086,0.230552971,0.367,7,0.372,0.291782254,0.155692219,0.000413822,2416.5,0.37,0.335,4.78032079,10.5,74.73681564,75.1420442,,74.27159408,0.159,1058.8,0.181599545,39545,25596,47173,44106,0.264568885,0.008756858,0.007556154,0.002939654,0.050119035,0.6508643,0.44902184,0.55097816,0.753628432,0.246371568
Florida,Jefferson,0.201455402,4.425128982,0.195750531,0.34,6.9,0.266,0.522457828,0.169534458,0.000212104,4714.666667,0.32,0.286,4.68107914,10,76.64232362,73.51424207,,78.25144252,0.133,920.6,0.15507365,46332,31509,29595,57010,0.337486002,0.004129339,0.006368981,0.000349944,0.03856383,0.601203807,0.475713886,0.524286114,1,0
Florida,Lafayette,0.208699413,4.433298091,0.223019564,0.325,7.8,0.336,0.135851184,0.17897226,0.000118329,8451,0.29,0.261,6.755944843,8.7,76.35961279,,,75.2368062,0.147,147.2,0.23441837,42689,31071,,46125,0.130668804,0.008131012,0.002977554,0.001145213,0.142464498,0.707512597,0.428996793,0.571003207,1,0
Florida,Lake,0.173671225,4.212509644,0.168458255,0.303,7.4,0.29,0.856523437,0.168439478,0.000702278,1423.938272,0.5,0.195,4.058561586,8.2,79.08425557,77.17111824,84.77358538,78.52255099,0.126,297.3,0.183152931,52447,39529,44963,53814,0.103381534,0.006073017,0.022614623,0.001859774,0.160473499,0.693970462,0.516080169,0.483919831,0.19253868,0.80746132
Florida,Lee,0.179380498,3.99228314,0.143438877,0.259,7.5,0.248,0.884632665,0.170163457,0.000647977,1543.265136,0.49,0.184,4.266025512,7.6,82.25978712,80.09676449,85.01494259,81.58028397,0.11,333.5,0.218132277,56343,41707,42869,58854,0.080836459,0.005025112,0.017586568,0.001127735,0.218964763,0.66818489,0.510512715,0.489487285,0.058202452,0.941797548
Florida,Leon,0.158008338,4.043382774,0.173275786,0.307,6.3,0.218,0.831981182,0.19272411,0.000864647,1156.541833,0.41,0.201,5.234155269,10.5,79.75883715,77.41958502,91.02744401,80.38900198,0.084,489.9,0.124896914,51046,35111,46705,61646,0.310305571,0.003422199,0.03757923,0.000690594,0.06580126,0.56344572,0.526013497,0.473986503,0.123094738,0.876905262
Florida,Levy,0.229970535,4.941382207,0.236173876,0.32,7.4,0.369,0.465968971,0.169965229,0.000173461,5765,0.34,0.263,4.151786747,8.2,75.21587969,75.7188849,83.93468811,74.68683096,0.149,260.1,0.214515696,39037,23197,28125,38908,0.089551141,0.007309296,0.007480991,0.00090753,0.085871965,0.795339711,0.511822418,0.488177582,0.920492145,0.079507855
Florida,Liberty,0.249912873,5.002577362,0.235530174,0.393,6.8,0.36,0.195218171,0.173141548,,,0.22,0.271,4.377178849,9.3,76.84969326,,,75.02013854,0.133,274.4,0.175519008,40814,47593,34107,38047,0.18907414,0.011942769,0.004493319,0.000472981,0.071774861,0.711954594,0.38335107,0.61664893,1,0
Florida,Madison,0.244797822,4.968757324,0.206866967,0.352,5.7,0.331,0.497763213,0.139889151,0.000108407,9224.5,0.36,0.325,5.61492962,9.7,75.86853895,76.05468734,,75.89982397,0.172,874.6,0.170029424,38249,22930,48911,43949,0.372928922,0.007069998,0.00491122,0.000269847,0.056128231,0.547358195,0.471153327,0.528846673,0.800093633,0.199906367
Florida,Manatee,0.167246214,3.803835507,0.152186241,0.265,7.8,0.244,0.911077864,0.188819852,0.000555021,1801.733645,0.46,0.173,4.380331754,8.1,81.24767167,75.02100868,87.04362982,80.9696767,0.103,307.9,0.190918354,59587,39296,41883,59731,0.084468982,0.005060085,0.022676679,0.00093452,0.167342442,0.709118537,0.517172127,0.482827873,0.057903003,0.942096997
Florida,Marion,0.212295879,4.388683766,0.186650042,0.304,7,0.33,0.75644284,0.165446117,0.000575697,1737.02451,0.43,0.259,3.980699287,8.5,76.10323893,75.82268308,80.39216017,75.42884573,0.151,340.1,0.187721021,44517,35690,39687,45254,0.125088547,0.005205888,0.018003928,0.000875056,0.136378158,0.700847554,0.520408248,0.479591752,0.310282586,0.689717414
Florida,Martin,0.149753345,3.638694447,0.143212814,0.194,7.9,0.225,0.965595484,0.183722187,0.000662819,1508.707547,0.48,0.164,4.987133753,7.1,81.88445104,76.36004765,86.95969802,81.85563037,0.092,276.7,0.191797625,61592,38929,46847,60255,0.05222109,0.009340509,0.014753406,0.001777369,0.139411604,0.77981754,0.505829273,0.494170727,0.084767424,0.915232576
Florida,Miami-Dade,0.236480698,4.035300441,0.1647941,0.222,8.8,0.245,0.978377166,0.163435724,0.000792573,1261.712976,0.25,0.226,5.538259131,7.2,82.21461863,76.70523656,84.0154103,80.33726526,0.075,1123.2,0.243463512,52043,36280,46634,78921,0.155796625,0.002790793,0.016573115,0.0004664,0.69059354,0.13028479,0.51451071,0.48548929,0.004043766,0.995956234
Florida,Monroe,0.164038229,4.090645463,0.171728985,0.215,7.8,0.23,1,0.208072651,0.000766104,1305.305085,0.35,0.192,4.491335023,8,80.3741712,78.49606364,86.01424774,79.22052676,0.063,833.2,0.222887781,67094,44167,50650,75992,0.06132459,0.005171472,0.014261533,0.001026297,0.249483519,0.657563277,0.48012049,0.51987951,0.087139144,0.912860856
Florida,Nassau,0.151506781,4.010909501,0.19388869,0.283,7.7,0.246,0.717652836,0.208114872,0.000471464,2121.051282,0.49,0.137,4.200668233,8.9,77.26669035,74.68253651,85.31638762,76.95425102,0.111,170.3,0.143282656,66898,34320,56985,67944,0.057367881,0.004998136,0.010240936,0.000838848,0.044785162,0.868568832,0.507712741,0.492287259,0.481463295,0.518536705
Florida,Okaloosa,0.152662457,3.889858068,0.184680311,0.27,7.3,0.281,0.752806628,0.194164854,0.000793221,1260.68323,0.38,0.181,4.091829723,10.1,77.95804924,76.33836968,87.68026268,77.44293714,0.111,234.1,0.158657526,62779,48143,52269,64964,0.096111816,0.007261096,0.032556726,0.002301357,0.096941656,0.731484207,0.493426417,0.506573583,0.120991915,0.879008085
Florida,Okeechobee,0.235814444,4.915775558,0.214602093,0.33,5.6,0.375,0.770852085,0.167096293,0.000480712,2080.25,0.38,0.344,4.092455925,7.1,76.24208314,76.73778063,81.13441424,75.26053733,0.143,375.4,0.274398673,42258,32898,35851,42002,0.085249296,0.015576474,0.010231842,0.00142042,0.254544141,0.630209211,0.463394082,0.536605918,0.365486549,0.634513451
Florida,Orange,0.194541854,3.952937955,0.155998811,0.252,7.5,0.246,0.937210504,0.174785431,0.000873997,1144.168787,0.4,0.228,4.580486175,6.9,80.32359434,77.79178507,83.62138496,79.62386438,0.092,732.9,0.1853186,58037,41150,44366,67046,0.202354697,0.005672711,0.057044353,0.002007757,0.323301066,0.397450467,0.509399592,0.490600408,0.020421377,0.979578623
Florida,Osceola,0.240981936,4.447508189,0.177914101,0.301,8,0.309,0.779276848,0.1608717,0.000408882,2445.694444,0.37,0.202,4.050299556,8.1,79.79967325,79.98110943,81.88376557,77.36682233,0.114,406.5,0.199810283,50473,48384,42897,60555,0.095600424,0.008149678,0.028987201,0.002570722,0.552854697,0.307788255,0.506880622,0.493119378,0.078210544,0.921789456
Florida,Palm Beach,0.174011963,3.981098138,0.15916106,0.212,7.9,0.234,0.938079771,0.153525164,0.000791898,1262.7897,0.49,0.185,4.990778325,5.9,82.28698951,81.28218816,86.43455661,81.42858263,0.099,628.1,0.206563695,61735,43556,49541,68455,0.185948837,0.00586497,0.029308701,0.001092237,0.229194833,0.540826318,0.514945748,0.485054252,0.010425457,0.989574543
Florida,Pasco,0.183638906,4.19365907,0.186296132,0.316,7.6,0.299,0.863491695,0.17606371,0.000585949,1706.633117,0.43,0.174,4.437589606,8.6,77.86203342,79.54922758,83.66241881,76.86146066,0.13,232.2,0.184678909,53788,54156,50734,49843,0.055745604,0.004777347,0.027024072,0.001041454,0.157908196,0.738324408,0.513729778,0.486270222,0.094663835,0.905336165
Florida,Pinellas,0.169189831,3.844783857,0.16411542,0.254,7.7,0.244,0.971931455,0.206191414,0.000881895,1133.921729,0.44,0.162,4.752661974,6.8,79.10910681,74.61659972,85.38136334,79.01481459,0.105,511.6,0.166082681,52226,36076,43970,53641,0.104593553,0.003874785,0.03591789,0.001166844,0.100065622,0.73828439,0.520314166,0.479685834,0.002840023,0.997159977
Florida,Polk,0.20695157,4.316875266,0.19135509,0.371,6.9,0.288,0.789197718,0.165845376,0.000489451,2043.104167,0.43,0.24,4.150257662,8.3,78.49714844,75.13147901,83.0008385,78.01553621,0.149,400.3,0.193950483,51354,36883,42898,52346,0.146318762,0.006673644,0.019402296,0.001101681,0.23619615,0.579488396,0.509993517,0.490006483,0.135104925,0.864895075
Florida,Putnam,0.249526012,5.359801789,0.236204718,0.387,6,0.368,0.510408262,0.1588498,0.000435588,2295.75,0.37,0.333,4.797537803,8,73.94896012,72.05952516,81.55564452,73.68693804,0.173,377.6,0.213206086,39578,21231,35202,39510,0.158448283,0.007186872,0.006661004,0.001361865,0.102180333,0.71290266,0.505157558,0.494842442,0.561629283,0.438370717
Florida,St. Johns,0.12686897,3.402129557,0.150590467,0.231,8.1,0.211,0.937339178,0.224068178,0.000955654,1046.403434,0.49,0.073,4.466465257,8.4,81.50310035,77.87716817,86.25117284,81.32299486,0.079,159,0.127467146,81925,40863,66717,79635,0.052233728,0.003158172,0.031896359,0.000857387,0.072028349,0.823319345,0.512245291,0.487754709,0.237735412,0.762264588
Florida,St. Lucie,0.193188831,4.200390597,0.180692826,0.298,6.8,0.298,0.777395793,0.158194907,0.000382768,2612.55,0.42,0.185,4.206229568,7,80.26740215,78.85943323,85.96506719,79.35414496,0.116,596.5,0.205580357,53377,39813,45116,53096,0.19818577,0.005620812,0.019814529,0.001074338,0.195489026,0.566864303,0.511176229,0.488823771,0.033572244,0.966427756
Florida,Santa Rosa,0.168181039,4.263290406,0.192180477,0.301,7.3,0.297,0.770558624,0.194568228,0.000711531,1405.419355,0.39,0.122,3.660047133,10.1,77.84764343,79.13797773,84.58677936,77.31728416,0.112,199.3,0.151561972,69541,54776,51337,68407,0.061338508,0.008776185,0.021522283,0.001700595,0.057011748,0.822982007,0.49035679,0.50964321,0.209893507,0.790106493
Florida,Sarasota,0.130602827,3.673326849,0.150304722,0.214,7.9,0.22,0.922239675,0.177982578,0.00076112,1313.852665,0.5,0.167,4.368032664,7.8,81.8886854,75.57893074,89.44183004,81.62809616,0.09,240.6,0.186764706,61652,37358,48990,60153,0.043914248,0.003191804,0.017819731,0.000618676,0.093382515,0.830157153,0.52347452,0.47652548,0.043204866,0.956795134
Florida,Seminole,0.160510297,3.935229213,0.156420065,0.266,7.8,0.203,0.907870022,0.179413101,0.000756497,1321.882857,0.43,0.134,4.518198329,7.7,80.59087786,77.72507249,84.79836204,79.95959797,0.093,302.4,0.121854651,67187,45447,50709,70057,0.113914824,0.004379777,0.048729031,0.001214111,0.219811813,0.595782247,0.516899229,0.483100771,0.031576607,0.968423393
Florida,Sumter,0.144910412,3.529192149,0.122047154,0.293,8.1,0.219,0.820905588,0.127722776,0.000375504,2663.085106,0.47,0.266,3.709588835,8.3,80.73553802,77.03012969,90.06171458,79.89194369,0.161,245.3,0.130561186,55324,29452,46875,56277,0.070335679,0.004030943,0.009537568,0.000683474,0.057497243,0.850987154,0.501421315,0.498578685,0.349646757,0.650353243
Florida,Suwannee,0.243462148,4.982068059,0.225679564,0.384,6.9,0.37,0.492069986,0.16241028,0.000158407,6312.857143,0.31,0.282,4.690373934,9.1,75.89541612,75.52005066,90.10645776,75.34573527,0.14,506.7,0.208289612,38525,19274,43020,45328,0.123961893,0.007467584,0.0068566,0.000859904,0.096309203,0.755063248,0.485347695,0.514652305,0.831676735,0.168323265
Florida,Taylor,0.23831961,4.855758904,0.237879294,0.345,6.6,0.346,0.680682322,0.176917513,0.000366418,2729.125,0.33,0.298,3.852044887,9,75.39922208,76.05176922,,74.71130513,0.133,945.7,0.182219716,42307,29063,31705,41361,0.192803959,0.009758128,0.008463211,0.000554965,0.045044628,0.724367572,0.454377283,0.545622717,0.692822331,0.307177669
Florida,Union,0.221254726,4.927607876,0.232641385,0.369,6.5,0.322,0.216221436,0.172529408,0.000257782,3879.25,0.38,0.21,4.583384547,8.1,68.51090061,68.96422504,,67.44028407,0.138,2305.6,0.15553199,45906,32981,85332,43735,0.219410977,0.005287818,0.007429719,0.000401606,0.057095047,0.69605087,0.355890228,0.644109772,0.674476987,0.325523013
Florida,Volusia,0.18067423,4.09050477,0.183601858,0.298,6.8,0.289,0.887855267,0.163827324,0.000686849,1455.924324,0.42,0.175,4.329458277,7.6,76.90457872,75.51992938,82.20083733,76.2502495,0.129,352.2,0.17502324,50285,31356,38103,50008,0.103662212,0.004733918,0.020068014,0.000781681,0.145281241,0.711782561,0.511966293,0.488033707,0.099433271,0.900566729
Florida,Wakulla,0.170865759,3.89245367,0.19240292,0.395,8.2,0.299,0.838705485,0.197722827,0.000311333,3212,0.38,0.162,3.538706516,9.7,76.53918095,78.20798565,,75.76820138,0.084,353.7,0.148202996,58203,60333,80265,62761,0.12803056,0.007393488,0.007393488,0.000924186,0.03767598,0.800591479,0.466221004,0.533778996,0.616779309,0.383220691
Florida,Walton,0.215857477,4.570954365,0.212400242,0.318,7.6,0.317,0.660919645,0.170280382,0.000526501,1899.333333,0.38,0.186,4.860213205,10.1,78.66844595,78.69082983,83.92954214,78.27845637,0.128,129.4,0.204788251,60973,30044,44688,55948,0.050395797,0.008056042,0.013842382,0.001611208,0.063803853,0.842059545,0.494500876,0.505499124,0.63125193,0.36874807
Florida,Washington,0.234790476,4.863592542,0.228987204,0.378,5.6,0.356,0.333668059,0.157666055,0.00024423,4094.5,0.31,0.32,4.512985828,10,73.73746821,74.86888277,,73.11935059,0.148,751.7,0.197792017,39225,30554,63269,37981,0.145016077,0.013625402,0.005948553,0.003416399,0.037017685,0.775401929,0.463424437,0.536575563,0.845517352,0.154482648
Georgia,Georgia,0.180249818,3.399514443,0.174537989,0.32,6,0.275,0.754938374,0.143964472,0.000654497,1527.890273,0.44,0.21,4.923855422,10.9,77.76907773,75.93614876,90.33135596,77.78644224,0.118,602.4,0.188522583,58634,,,,0.315017147,0.005217181,0.043109376,0.001181808,0.097603445,0.523915785,0.513719458,0.486280542,0.249338204,0.750661796
Georgia,Appling,0.223952621,4.156177893,0.201894148,0.388,7.3,0.379,0.199605177,0.143102347,0.000377949,2645.857143,0.31,0.34,4.760184747,10.6,75.20943682,72.84027126,91.03585799,75.21417513,0.177,185,0.238209586,42781,33514,33229,43333,0.188739396,0.005619495,0.008375209,0.002053277,0.102447723,0.6861728,0.500729454,0.499270546,0.714411055,0.285588945
Georgia,Atkinson,0.265274875,4.570275717,0.218222005,0.348,7.2,0.337,0,0.139493852,,,0.37,0.422,4.36028784,10.4,73.97271128,,94.54492092,72.73897705,0.133,194.7,0.278664732,36779,24556,22212,43253,0.160539954,0.014945161,0.008918886,0.010365192,0.249728818,0.565867181,0.495239243,0.504760757,1,0
Georgia,Bacon,0.200041454,4.058650842,0.19378871,0.374,7.6,0.344,0.607245854,0.151329188,0.000618429,1617,0.33,0.336,5.175496905,10.4,73.1696919,66.59759527,,74.04378001,0.184,487,0.236272356,38775,19296,25890,47736,0.160929817,0.004112651,0.006705409,0.001788109,0.087080912,0.729906124,0.511130979,0.488869021,0.692862293,0.307137707
Georgia,Baker,0.203233934,3.74360485,0.171184046,0.352,4.8,0.266,0.058243987,0.13160865,,,0.28,0.432,5.813482969,10.8,77.45713181,,,,0.206,432.3,0.221682848,38288,26410,,52212,0.439521345,0.004851229,0.010996119,0.000646831,0.060478655,0.475097025,0.50549806,0.49450194,1,0
Georgia,Baldwin,0.235188494,4.245257141,0.198179384,0.371,6,0.262,0.638451444,0.143795504,0.000556719,1796.24,0.41,0.313,6.090988882,11.4,74.86432089,74.31564473,,75.41514523,0.116,308.2,0.194207767,42727,28224,,47585,0.422037793,0.003301876,0.016866341,0.000803159,0.022265355,0.524462887,0.492626553,0.507373447,0.351399825,0.648600175
Georgia,Banks,0.172366896,3.668224961,0.177222783,0.341,8.7,0.357,0.367110628,0.162973444,0.000214661,4658.5,0.47,0.195,4.258518902,10.4,76.1053716,,,75.64829091,0.11,122.8,0.232243816,55384,,45734,45926,0.025963767,0.006583105,0.011059617,0.001105962,0.0711502,0.874710343,0.492047609,0.507952391,0.938298451,0.061701549
Georgia,Barrow,0.170561108,3.376569595,0.170835486,0.384,8.4,0.288,0.652558133,0.172999825,0.000215024,4650.647059,0.46,0.15,3.706611417,11.1,76.6202987,75.19598694,87.98074723,76.13628921,0.175,141.5,0.209918716,61413,44763,44212,60549,0.118761524,0.005259315,0.039438676,0.001027113,0.115296564,0.705243228,0.509992699,0.490007301,0.30061845,0.69938155
Georgia,Bartow,0.166311317,3.50311155,0.191763664,0.314,7.3,0.321,0.666234013,0.175638211,0.000418832,2387.590909,0.48,0.171,4.138082966,11.2,76.63229726,75.65344758,88.88607785,76.39270313,0.138,188.6,0.217104244,57409,47400,39355,58354,0.108102774,0.005779641,0.010732276,0.00097737,0.087944515,0.772893016,0.506822795,0.493177205,0.352276925,0.647723075
Georgia,Ben Hill,0.239654073,4.278023774,0.205624976,0.396,5.6,0.385,0.392877396,0.13096108,0.000470699,2124.5,0.37,0.409,4.839249833,10.7,73.91181076,73.54501642,,73.58246253,0.133,149.9,0.207537375,35020,20692,32333,48093,0.357240722,0.00637398,0.008816346,0.000536129,0.062250551,0.557693453,0.525525704,0.474474296,0.340024952,0.659975048
Georgia,Berrien,0.194637698,3.941636133,0.200094973,0.394,7.1,0.298,0.42009748,0.155154598,0.000156364,6395.333333,0.43,0.311,5.360650974,10.8,74.08826243,76.1588708,,73.62009627,0.139,311.5,0.236603537,39412,19868,33304,39873,0.107261583,0.003999585,0.012206524,0.000727197,0.049189695,0.817421567,0.508934137,0.491065863,0.761433164,0.238566836
Georgia,Bibb,0.213725937,3.915537255,0.190669233,0.366,5.7,0.312,0.751174886,0.130152709,0.001314912,760.5074627,0.42,0.366,6.410546272,11.3,74.32489138,72.57406362,105.7153934,75.99857637,0.137,783.7,0.179252787,41390,28339,48333,57360,0.549567262,0.002828309,0.02199288,0.001247591,0.034070349,0.378346778,0.530703158,0.469296842,0.144104354,0.855895646
Georgia,Bleckley,0.191200805,3.847917839,0.180191737,0.427,7.2,0.322,0.795299701,0.150049283,0.000311769,3207.5,0.47,0.28,5.630689119,11,76.06976692,73.28233618,,76.77625311,0.083,434.5,0.16365998,46019,22108,,51081,0.263047204,0.002181025,0.010437763,0.000155788,0.031157501,0.682193488,0.522978657,0.477021343,0.515884559,0.484115441
Georgia,Brantley,0.197806955,4.101322505,0.197293575,0.329,8,0.311,0.302862419,0.153433799,0.000160162,6243.666667,0.36,0.293,5.324071124,9.5,74.06861323,,,73.41613595,0.07,157.2,0.220183486,41874,37344,72672,36855,0.034979097,0.004974335,0.002857596,0.000158755,0.019897338,0.920781076,0.507223369,0.492776631,0.994459834,0.005540166
Georgia,Brooks,0.216411994,3.982257156,0.189068664,0.331,7.3,0.3,0.211291018,0.13361159,0.000192468,5195.666667,0.38,0.337,5.651991166,10.7,74.87354798,71.70099317,,75.88014766,0.128,408.8,0.234040191,36354,20324,,46444,0.343969574,0.003996648,0.010571779,0.002256172,0.058660478,0.568104171,0.512086637,0.487913363,0.710398325,0.289601675
Georgia,Bryan,0.158085021,3.250444114,0.165120963,0.351,8,0.297,0.8495022,0.181142089,0.000782515,1277.931035,0.42,0.115,4.869381483,10.3,76.14711349,73.21158997,97.47813875,76.05610679,0.112,105.7,0.148220815,79658,45083,86296,75383,0.141987457,0.005510509,0.02164843,0.00149571,0.072948647,0.73237293,0.506809415,0.493190585,0.523434658,0.476565342
Georgia,Bulloch,0.205724478,4.27466767,0.193725038,0.3,6.8,0.281,0.314695871,0.168208744,0.00055155,1813.071429,0.48,0.244,5.639379146,10.6,77.06432344,74.47354105,,77.47004786,0.119,355.6,0.202088673,43766,28368,19615,48370,0.291580418,0.00399762,0.013545332,0.001060857,0.041231112,0.633862037,0.509431277,0.490568723,0.482831793,0.517168207
Georgia,Burke,0.241383294,4.317407186,0.205069477,0.345,6.3,0.266,0.471049923,0.130094831,0.000355208,2815.25,0.28,0.332,5.68435549,11,73.52413078,72.43983402,,73.55164121,0.141,441.3,0.189110652,42785,27688,41384,65818,0.468893547,0.004325915,0.005753022,0.001159524,0.032555858,0.475003345,0.523614146,0.476385854,0.749957111,0.250042889
Georgia,Butts,0.201594684,3.81069685,0.19249375,0.337,7.4,0.269,0.640372014,0.154408419,0.000207822,4811.8,0.38,0.3,4.498104035,11.3,73.80551281,74.30932739,,73.18561953,0.126,401.8,0.181402911,48831,31426,102842,47507,0.282891746,0.003637416,0.006158806,0.000248006,0.034720787,0.66043897,0.471996032,0.528003968,0.779412386,0.220587614
Georgia,Calhoun,0.282670148,4.586101612,0.236378937,0.273,6,0.322,0.002838363,0.1338668,0.000154919,6455,0.3,0.432,4.904522613,10.6,76.93639051,76.19623199,,77.75263298,0.188,518.5,0.215022091,33393,25413,33594,46875,0.602329975,0.004722922,0.007241814,0.003306045,0.049905542,0.329030227,0.397040302,0.602959698,1,0
Georgia,Camden,0.170005669,3.434380026,0.168758822,0.391,7.1,0.34,0.60705165,0.180705839,0.000320489,3120.235294,0.42,0.208,3.945976323,9,78.12286367,76.12450505,84.67048287,78.13926477,0.169,198.3,0.163398071,56555,36142,51484,63808,0.185330775,0.006576374,0.015146152,0.002179705,0.069620135,0.695977793,0.488253815,0.511746185,0.314433908,0.685566092
Georgia,Candler,0.255217849,4.464123626,0.216664777,0.496,7.2,0.326,0.593016912,0.133368046,0.000370473,2699.25,0.33,0.353,5.412825349,10.5,73.06922328,70.30936673,,73.30751708,0.12,347.2,0.258833333,35841,22589,27917,36327,0.242617202,0.002860834,0.013289037,0.001937985,0.123385013,0.61406423,0.509689923,0.490310077,0.669667212,0.330332788
Georgia,Carroll,0.189842451,3.776350591,0.18040926,0.397,7.1,0.359,0.49367123,0.162999863,0.000458357,2181.703704,0.4,0.215,4.436545931,11.1,75.16585479,74.61761532,87.21149131,74.71598742,0.131,181.7,0.193826458,52502,37010,45605,52872,0.189737642,0.005587491,0.009947427,0.000880453,0.071562212,0.706589006,0.512254383,0.487745617,0.418250744,0.581749256
